-1.81614019	2.07536541	0.99418331
-2.22966288	0.66024975	0.94107844
-0.87961360	1.58025322	0.87412569
-0.11933943	1.48834396	0.89151227
-0.92432702	1.74141903	0.96850238
1.62457613	0.65029958	0.69453074
-1.18516290	2.77610449	0.94868919
-1.98549946	1.96344012	0.91441503
-1.50306366	2.28587413	0.94338413
2.49685164	-1.10995741	0.80230336
1.20739050	-0.26264240	0.77288245
-0.64508225	1.48725403	0.98374831
1.72472138	1.44462692	0.87198757
-2.17944062	0.24696679	0.97530029
0.76486302	1.54685057	0.37603929
-1.74105416	1.50541164	0.91031906
1.60916295	1.91251008	0.34130876
1.42488636	1.90826020	0.95355775
-0.38200759	2.49767055	0.89158159
-1.45585717	2.05871437	0.86833943
1.36621758	1.13396036	0.81553507
1.46875045	2.91637212	0.71699691
-1.27067805	-0.08512822	0.66484906
0.26370442	2.22179419	0.72606056
-2.72022677	-0.22421449	0.97248336
-1.03280347	1.25122551	0.57087593
-1.16806684	0.87440970	0.55007189
-1.20413206	0.79803276	0.72293518
-2.23463385	0.20617883	0.96263752
1.52468810	0.24497538	0.17506431
-1.54042810	-0.06500818	0.77593694
-1.62702612	0.12189668	0.78284448
-0.39516382	1.95168529	0.27660838
-0.61808024	1.72006502	0.55073636
0.08201656	1.34073420	0.63175809
2.46097067	2.44246432	0.93407308
0.07218610	1.85336375	0.46906370
-0.73044436	1.15227109	0.93003383
0.37513454	1.49791254	0.99789822
-1.84558158	-0.29533958	0.97746510
1.84911150	2.97275731	0.62638113
-0.52356010	3.23800514	0.92225893
-0.36288579	0.59427249	0.59347509
1.47971143	2.75276327	0.70522069
2.14569554	1.65055453	0.82394356
-0.71777130	2.95970494	0.58334877
0.37051119	2.40536700	0.99224308
1.03986876	0.42610728	0.76212141
-0.61873648	0.59634509	0.95966264
-3.77602290	-0.27252346	0.76763967
0.14362648	2.36706923	0.79777823
0.80665819	1.32076506	0.96967086
3.16134039	1.57190749	0.73947829
-0.04807509	2.26993580	0.95734914
2.05048237	0.54834120	0.97384390
1.08958676	0.46526895	0.77060894
-2.41739166	-1.07482453	0.76358951
1.48674316	1.79836170	0.89291627
0.15550672	1.98331197	0.88766406
2.95480632	2.03367899	0.80528531
0.09261755	2.35478855	0.54091763
0.49914126	1.16452396	0.89755276
0.61683856	0.95737663	0.67499146
2.64283214	0.91728802	0.33344265
0.31900700	2.94148106	0.80878236
1.60747562	0.87486582	0.72840999
-3.35771133	1.46487058	0.94607110
1.14384558	2.57378764	0.98937197
1.25354104	-0.70440076	0.66020310
0.53104416	0.92036568	0.67410342
-0.53825893	1.49362966	0.84686716
2.05689498	-0.04051672	0.38081017
2.76967697	0.82126692	0.78888239
2.14180767	1.44541420	0.86063672
-1.97682573	0.28778772	0.84419018
-1.60142595	1.49102756	0.77655557
-2.18070998	0.04632920	0.99385046
1.49319762	1.16432770	0.67240828
-0.91235779	0.29591266	0.99698354
1.52388636	1.08837684	0.90586419
0.19552391	2.81358624	0.97140838
1.04529125	1.79711775	0.61876307
1.93995036	2.17521506	0.51960806
0.29333403	2.14560499	0.40342048
2.50739219	0.00820065	0.77849214
0.27740577	-0.79383689	0.78312892
1.50098065	0.85293958	0.23490547
-1.26096124	1.07186584	0.53509514
2.18351871	0.46275386	0.26418288
-1.57841606	1.31952198	0.69053635
-1.74854036	2.27863243	0.76359738
-0.62733031	2.68292523	0.76781004
-1.95042284	1.29107038	0.91006858
-1.87988569	-0.25878991	0.87915233
2.59009321	1.71948479	0.64998394
-1.83343129	-0.82620662	0.94052380
-0.84076296	2.01575719	0.94303169
2.15866274	0.21906243	0.52869022
1.94955984	2.66664028	0.66756895
-1.22220875	2.72656215	0.72463486
-1.93776782	1.69413289	0.70773563
0.53070282	2.96902182	0.93585865
0.25442637	3.77131296	0.88644851
0.73948565	1.35804014	0.94963757
-1.35865298	1.66420713	0.97090734
2.11752810	-0.75714049	0.73027183
1.83578919	0.39070177	0.20022925
1.48550425	0.47052362	0.37063003
0.72871838	1.97891249	0.98268736
-2.71797349	1.58002677	0.85538706
-1.85686056	1.20192747	0.73697247
1.34419212	0.49607795	0.87563369
-0.72249505	2.10211418	0.97596005
0.33370295	1.19561553	0.89557494
2.21452411	0.12886265	0.68042350
-1.22479256	1.47689450	0.96624155
1.61912427	1.59433880	0.61178715
1.16372660	1.61146970	0.88121293
-2.10038875	1.11364669	0.96760351
-2.96339002	0.88787675	0.92915470
2.29210824	0.66876753	0.71617030
0.46574190	0.47187971	0.70616433
-0.31566708	2.44344856	0.96310442
-0.02669412	2.69444263	0.93544574
1.75916807	0.25017612	0.85808405
0.23809815	4.13632371	0.56725820
-1.25166021	1.03783511	0.92723565
2.11897338	2.16226828	0.92569930
-2.36055922	1.09779948	0.68988382
-0.88384709	2.57068649	0.90494256
-1.38283308	1.75118443	0.76856825
-0.42055061	2.88218480	0.91365213
1.72454785	1.78748459	0.81375491
1.26552486	1.58173444	0.83009899
-1.77670310	-0.74035155	0.92439072
1.97469630	3.76041003	0.93773550
-0.08671671	0.04990989	0.73129894
-0.77290908	0.46664851	0.97367313
3.05950064	1.72280361	0.39539464
-0.05841037	1.03528576	0.84389542
1.53654755	2.40023203	0.63224167
-1.17358825	2.31343274	0.83048957
1.82360049	0.38556921	0.36967632
0.90810596	1.47641840	0.72206644
3.07355566	1.77365747	0.97046695
2.07142703	1.91556761	0.04516949
2.46079416	0.09602158	0.60128446
-0.37865992	1.94023517	0.76080963
-0.83590288	1.91152801	0.84643680
1.56559821	2.44197281	0.92457161
0.95859503	-0.36664644	0.29016149
-0.91872987	2.89550066	0.65320843
-0.07117484	1.93912860	0.93893561
-0.02308530	0.64970740	0.94791710
-0.15322130	2.76999638	0.95366930
-1.59441672	1.76157047	0.80646541
2.68397368	2.01303338	0.71539605
-2.19947528	0.06195462	0.94892624
-0.21881046	-0.37895145	0.27824185
1.71848898	2.29383292	0.42655220
-0.86481658	2.62372055	0.85841451
-2.25472674	1.34754938	0.92717714
-3.48214213	0.94025292	0.81371670
-0.64423940	0.88394717	0.76918905
0.46045157	1.27558042	0.74675592
-2.19092257	-0.62156446	0.63578471
-2.69937010	-0.64233295	0.77842744
0.22755189	0.42242502	0.41790484
0.97999169	1.71943437	0.71975561
1.40399139	1.19218237	0.72808950
-0.28530470	2.21521581	0.85910151
-0.47504239	1.80996718	0.85252221
1.53439757	2.34012022	0.25504150
-0.32329633	1.55183291	0.82645585
-2.10517588	0.31220808	0.93236333
-1.68810852	0.53289646	0.71885100
-2.30747538	1.76879574	0.64088134
-2.65797193	0.91431465	0.84244858
-2.50473396	-0.36314120	0.93775501
-0.97348441	2.00820793	0.98930782
-3.11033282	0.11951748	0.62832948
0.53940400	1.86851199	0.84355958
1.39920962	1.68057819	0.72503037
-1.43205373	3.06495027	0.81310378
0.39524470	2.28887146	0.70490425
-1.69032285	3.25543019	0.88571856
-0.07534582	2.30493017	0.98231170
-1.04275031	2.38624959	0.86201498
-2.07693437	1.08507988	0.91218782
2.32649766	0.16295409	0.83456430
-0.28880448	2.43406439	0.69301818
0.82982926	1.15043415	0.97298489
1.33129605	1.20739830	0.70930668
1.49511667	3.19554703	0.87804643
0.09793386	0.35138160	0.85335956
0.11003146	1.30293031	0.73481163
-0.42529395	0.26545311	0.95817030
-2.22888467	1.65838711	0.88503758
2.12183636	2.93914100	0.96953462
0.11092664	2.78003778	0.93679869
1.58305539	-0.09928061	0.51603270
-1.59580406	1.94598566	0.90619121
-2.41407264	1.08032839	0.94836050
2.42523632	0.04827474	0.68418592
1.76699632	1.39709603	0.93986118
0.90541262	1.94670076	0.92169984
-0.13941434	2.83217561	0.85746496
1.40968088	0.53465478	0.83370848
-0.64803843	1.47459109	0.84049762
0.62785568	1.68464017	0.99439581
1.96375760	0.52977455	0.83218954
2.44824585	0.56798500	0.92095025
-1.06098065	3.58905489	0.63555608
-0.61846466	1.03910616	0.91923480
0.69926305	0.57077771	0.56192483
-0.00426121	1.26246458	0.60481310
0.72931692	1.78910310	0.39948815
